title,abstract,label
Hair darkening in porphyria cutanea tarda,Br J Dermatol,0
"Double-blind, placebo-controlled crossover comparison of five classes of antihypertensive drugs",J Hypertens,0
Prior calcium channel blockade and short-term survival following acute myocardial infarction.,Cardiovasc Drugs Ther,0
Antiarrhythmic effects of azimilide in paroxysmal supraventricular tachycardia: Efficacy and dose-response,Am Heart J,0
Dipyridamole may be used safely in patients with ischaemic heart disease.,Int J Clin Pract,0
Faecal incontinence: common and treatable,Med J Aust,0
Nifedipine or hydralazine as a first‐line agent to control hypertension in severe preeclampsia,"<jats:p><jats:bold>Background.</jats:bold> Pre‐eclampsia is one of the most serious and common complications of pregnancy. Nifedipine, a calcium channel blocker, and the vasodilator hydralazine have both been used as antihypertensive agents in this condition. The aim of this study was to determine which of these two agents is the most appropriate antihypertensive in the management of severe pre‐eclampsia.</jats:p><jats:p><jats:bold>Methods.</jats:bold> One hundred and twenty‐six pre‐eclamptic patients with a gestational age of more than 20 weeks were randomized to receive either 8 mg nifedipine sublingually or 5–10 mg intravenous hydralazine. Women with a history of heart failure and women receiving antihypertensive treatment during the course of the current pregnancy were excluded. For each patient the following data were recorded; the number of drug administrations, the time needed to control blood pressure, mean urinary output, the time interval between effective control and a new hypertensive crisis after each drug administration and relevant adverse effects in mother or fetus.</jats:p><jats:p><jats:bold>Results.</jats:bold> Effective control of blood pressure was achieved in both treatment arms. Data analysis indicated significantly fewer drug administrations in the nifedipine arm of the study. The time interval before a new hypertensive crisis following initial effective control of blood pressure was significantly longer in the nifedipine group when compared with hydralazine. Effective control of blood pressure was achieved more rapidly in multiparous patients receiving nifedipine (<jats:italic>p</jats:italic>=0.026). Mean urinary output before and after delivery was greater in the nifedipine arm of the study. There were no significant differences between the two groups in other variables. In addition, in neither group were there any serious adverse effects in mother or fetus.</jats:p><jats:p><jats:bold>Conclusion.</jats:bold> Nifedipine is safe and more effective than hydralazine in controlling blood pressure in severe pre‐eclampsia. It has the added advantage of being cheaper and more widely available than the latter and is easily administered.</jats:p>",0
Randomized clinical trial assessing the side-effects of glyceryl trinitrate and diltiazem hydrochloride in the treatment of chronic anal fissure,"<jats:title>Abstract</jats:title>
               <jats:sec>
                  <jats:title>Introduction</jats:title>
                  <jats:p>Glyceryl trinitrate (GTN) ointment (0·2 per cent) has an efficacy of up to 68 per cent in healing chronic anal fissure, but with headache as a major side-effect. Diltiazem hydrochloride (DTZ) cream (2 per cent) is expected to have fewer side-effects.</jats:p>
               </jats:sec>
               <jats:sec>
                  <jats:title>Methods</jats:title>
                  <jats:p>A prospective double-blind randomized two-centre trial requiring at least 26 patients in each group (α = 0·05, β = 0·9) was instituted after approval of the local ethics committee, to compare the incidence of side-effects (primary endpoint) with 0·2 per cent GTN ointment and 2 per cent DTZ cream in the treatment of chronic anal fissure. Treatments were applied perianally, twice daily for 6–8 weeks. All patients gave written informed consent.</jats:p>
               </jats:sec>
               <jats:sec>
                  <jats:title>Results</jats:title>
                  <jats:p>Both groups were comparable in patient demographics and clinical characteristics. Twelve patients violated the protocol, withdrew or did not attend follow-up. There were more side-effects with GTN (21 of 29 patients) than with DTZ (13 of 31) (relative risk (RR) 1·84 (95 per cent confidence interval (c.i.) 1·11 to 3·04), P = 0·01). In particular, more headaches occurred with GTN (17 of 29 patients) than with DTZ (eight of 31) (RR 2·06 (95 per cent c.i. 1·18 to 3·59), P = 0·01). There were no significant differences in healing and symptomatic improvement rates between patients receiving GTN (25 of 29) and DTZ (24 of 31).</jats:p>
               </jats:sec>
               <jats:sec>
                  <jats:title>Discussion</jats:title>
                  <jats:p>DTZ cream caused substantially fewer headaches than GTN ointment. There was no significant difference in the healing or improvement of chronic anal fissure between the treatments. DTZ may be the preferred first-line treatment for chronic anal fissure.</jats:p>
               </jats:sec>",0
Effect of calcium channel antagonist diltiazem and calcium ionophore A23187 on cyclosporine A‐induced apoptosis of renal tubular cells,"<jats:p>Calcium channel antagonists have been reported to have a favorable impact on cyclosporin A (CsA)‐treated kidney transplant recipients. However, it is not clear whether this is because of their direct effect on antagonizing the toxicity of CsA to renal tubular cells. In this study, we have used Madin–Darby canine kidney tubular cells as a model to examine the effect of diltiazem, a calcium channel antagonist, on CsA‐induced apoptosis. Moreover, to investigate the possible regulation of CsA cytotoxicity by intracellular calcium level, the effect of the calcium ionophore A23187 on CsA‐induced apoptosis was also examined. We found that treatment of CsA (20 μM) alone caused 20–30% cell death, which was apparently (30–40%) enhanced by diltiazem at 100 μg/ml, accompanied by more severe DNA fragmentation, activation of caspases, and a decreased level of Bcl‐2. The caspase inhibitor ZVAD‐fmk or Bcl‐2 overexpression was capable of suppressing apoptosis induced by the synergistic effect of diltiazem and CsA. Moreover, the survival rate of cells treated with CsA (30 μM) alone remained only 30%, however, it was markedly (∼40%) elevated by co‐treatment with A23187 (75 ng/ml). The rescue of cells from CsA‐induced apoptosis by A23187 was correlated with AKT activation, BAD phosphorylation, and caspase‐3 inactivation. Taken together, our results suggest that the reported favorable impact of diltiazem on kidney grafts is likely not because of its direct protection on renal tubular cells. Instead, it enhances the toxicity of CsA to renal tubular cells. In addition, our findings raise a possibility that the intracellular calcium level and the AKT pathway may participate in the regulation of CsA cytotoxicity.</jats:p>",0
Comparaison de la nicardipine et de l’isradipine dans l’hypertension artérielle observée après pontage aorto-coronarien,Ann Fr Anesth Reanim,0
Effects of Chronic Calcium Channel Blockade on Sympathetic Nerve Activity in Hypertension,"<jats:p>
            The sympathetic nervous system (SNS) is an important regulator of the circulation. Its activity is increased in hypertension and heart failure and adversely affects prognosis. Although certain drugs inhibit SNS, dihydropyridine calcium antagonists may stimulate the system. Phenylalkylamine calcium antagonists such as verapamil have a different pharmacological profile. We therefore tested the hypothesis of whether amlodipine, nifedipine, or verapamil differs in the effects on muscle sympathetic nerve activity (MSA). Forty-three patients (31 men, 12 women) with mild to moderate hypertension were randomly assigned to 1 drug for 8 weeks. Blood pressure, heart rate, and MSA (by microneurography) were measured at baseline and after 8 weeks of treatment. All calcium antagonists led to a similar decrease in blood pressure of 5.0±1.5 to 6.4±1.4 mm Hg at 8 weeks (
            <jats:italic>P</jats:italic>
            &lt;0.001 versus baseline). There were no significant differences in MSA between groups. With amlodipine, MSA averaged 49±3 bursts/min (3 versus baseline); with nifedipine, 48±3 bursts/min (2 versus baseline); and with verapamil, 49±2 bursts/min (all,
            <jats:italic>P</jats:italic>
            =NS). With verapamil, norepinephrine decreased by 4% but tended to increase by about one third with amlodipine or nifedipine (
            <jats:italic>P</jats:italic>
            =NS). Thus, in hypertension slow release forms of verapamil, nifedipine, and amlodipine exert comparable antihypertensive effects and do not change MSA, although there was a trend toward decreased MSA and plasma norepinephrine with verapamil.
          </jats:p>",0
Severity of Hypertension Affects Improved Resistance Artery Endothelial Function by Angiotensin-Converting Enzyme Inhibition,J Cardiovasc Pharmacol,0
Atrial Fibrillation,Heart Dis,0
Arrhythmias and sudden death in hypertrophic cardiomyopathy.,Card Electrophysiol Rev,0
Class benefits of AT<sub>1</sub>antagonists in Type 2 diabetes with nephropathy,Expert Opin Pharmacother,0
Adverse drug reactions as a cause for admissions to a department of internal medicine,"<jats:title>Abstract</jats:title><jats:sec><jats:title>Purpose</jats:title><jats:p>To assess the occurrence and pattern of adverse drug reactions as a cause for acute hospital admission.</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>In 681 randomly selected patients, acutely admitted to a clinic of internal medicine at a Swedish university hospital, information was collected from their medical records about current symptoms and use of drugs, previous diseases and the results of medical investigations and tests. In addition, a standardized interview according to a questionnaire was carried out. A group of experts in clinical pharmacology assessed the data obtained from the patients' case records and the results of the interviews, and then, according to WHO criteria, judged the probability that an adverse drug reaction could have caused or contributed to the actual admission to hospital.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>Out of the 681 cases included, 94 (13.8%) had symptoms and signs that were judged as drug‐related and that had caused or contributed to the admission. Eighty‐two patients (12.0%) had altogether 99 symptoms that were classified as adverse drug reactions. Of these, 91% were type A reactions. The relationship between the medication and the reaction was judged certain in eight, probable in 17, and possible in 74 cases. The most common adverse drug reactions were cardiovascular (36.3%). Twelve patients (1.8%) had symptoms indicating intoxications.</jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p>The prevalence of drug‐related problems causing or contributing to admission to a clinic of internal medicine is high and is dominated by type A reactions, i.e. reactions in principle predictable and preventable. This implies a possibility to increase drug safety by preventive measures. Copyright © 2002 John Wiley &amp; Sons, Ltd.</jats:p></jats:sec>",0
Clinical Trials Report,Curr Hypertens Rep,0
Meta-analysis of randomised controlled trials of the effectiveness of antiarrhythmic agents at promoting sinus rhythm in patients with atrial fibrillation,Heart,0
How safe are calcium antagonists in hypertension and coronary heart disease?,J Hypertens,0
"Topical lidocaine does not limit autonomic dysreflexia during anorectal procedures in spinal cord injury: a prospective, double-blind study",Int J Colorectal Dis,0
Effects of Intravenous Amlodipine on Coronary Hemodynamics in Subjects with Angiographically Normal Coronary Arteries,J Cardiovasc Pharmacol,0
Subgroup analysis of the NORDIL trial,J Hypertens,0
"Influence of age, sex and blood pressure on the principal endpoints of the Nordic Diltiazem (NORDIL) Study",J Hypertens,1
The Effects of Calcium Channel Blockers on Cardiovascular Outcomes: a Review of Randomised Controlled Trials,Blood Press,1
Adverse drug events in hospitalized patients treated with cardiovascular drugs and anticoagulants,"<jats:title>Abstract</jats:title><jats:sec><jats:title>Purpose</jats:title><jats:p>To evaluate the incidence of serious adverse drug events (ADEs) caused by cardiovascular drugs during hospitalization in a department of internal medicine, and to identify patients at highest risk.</jats:p></jats:sec><jats:sec><jats:title>Patients and methods</jats:title><jats:p>All the patients treated with cardiovascular drugs and/or anticoagulants in the department between November 1999 and January 2000 were recruited into the study. During hospitalization the patients' charts were reviewed by a pharmacist and a clinician, and the occurrence of serious ADEs was assessed using the Naranjo algorithm. ‘Possible’ and ‘doubtful’ ADEs were not counted.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>Of 496 patients who were enrolled in the study, 20 (4%) had serious ADEs. Compared to patients without ADEs, patients in the ADE group were older (72 ± 12.6 years (mean ± SD) vs. 65 ± 13 years, <jats:italic>p</jats:italic> = 0.048), their average stay in hospital was longer (7.3 ± 5.5 days vs. 5.2 ± 3.7 days, <jats:italic>p</jats:italic> = 0.018) and their mean urea levels were higher (10.8 ± 9.3 mmol/l vs. 7.8 ± 5.3 mmol/l, <jats:italic>p</jats:italic> = 0.027). The most frequent background pathologies of the 20 patients with ADEs were hypertension (in 18 (90%)) and atrial fibrillation (in nine (45%)). In 50% of the the ADE group there was a history of drug allergies. The ADEs recorded were bleeding in four (20%), arrhythmias in six (30%), orthostatic hypotension in six (30%) and skin necrosis, paranoid reaction, acute hepatitis and acute renal failure in four (20%). The causative drugs were warfarin (which accounted for 25% of the ADEs), beta‐blockers (15%), propafenone (5%), amiodarone (5%), and Ca<jats:sup>2+</jats:sup>‐channel blockers, nitrates and diuretics (together accounting for 50% of ADEs). Drug combinations were implicated in 50% of ADE.</jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p>Serious ADEs were developed by 4% of hospitalized patients taking cardiovascular drugs. Those at highest risk were older, were receiving multiple drug therapy and had higher urea levels. Warfarin and beta‐blockers were the drugs causing the largest number of adverse effects . ADEs are an important cause of preventable morbidity, often with serious economic implications and special attention should be given to their prevention. Copyright © 2002 John Wiley &amp; Sons, Ltd.</jats:p></jats:sec>",0
Post hoc analysis of coronary findings from the prospective randomized evaluation of the vascular effects of the Norvasc trial (PREVENT),Am J Cardiol,1
A comparison between the effects of diltiazem and isosorbide dinitrate on digoxin pharmacodynamics and kinetics in the treatment of patients with chronic ischemic heart failure.,Saudi Med J,0
[Medicamentous kidney protection in type 2 diabetic patients--is cheaper also more economical? A model calculation for Swiss health care].,Praxis (Bern 1994),0
"A comparison of candesartan, felodipine, and their combination in the treatment of elderly patients with systolic hypertension",Am J Hypertens,0
A comparative crossover evaluation of amlodipine and nifedipine gits before and after a missed dose: 48-h blood pressure profiles,Am J Hypertens,0
The effect of antihypertensive drugs on the fetus,J Hum Hypertens,0
"[Effect of antihypertensive combinations on arterial pressure, albuminuria, and glycemic control in patients with type II diabetic nephropathy: a randomized study].",Nefrologia,0
Prospective Controlled Trial of Two Nifedipine Extended Release Formulations in the Treatment of Essential Hypertension,Arzneimittelforschung,0
Cardiac and Renal Effects of Standard Versus Rigorous Blood Pressure Control in Autosomal-Dominant Polycystic Kidney Disease,J Am Soc Nephrol,0
Randomized comparison of T-type versus L-type calcium-channel blockade on exercise duration in stable angina: Results of the Posicor Reduction of Ischemia During Exercise (PRIDE) trial,Am Heart J,1
"Von Willebrand Factor, Soluble P-Selectin, and Target Organ Damage in Hypertension","<jats:p>
            To investigate the relationship between soluble markers of platelet, endothelial and rheological function, and target organ damage and their response to intensified management in a population of middle-age hypertensive patients at high risk of cardiovascular complications, we studied 382 consecutive patients (308 men; mean age, 63 years, SD 8) along with 60 normotensive controls free of cardiovascular disease. Patients were divided into those with target organ damage (TOD; n=107) and those free of end-organ damage. Plasma levels of soluble P-selectin (sP-sel), a marker of platelet activation, and von Willebrand factor (vWF), an index of endothelial damage/dysfunction (both enzyme-linked immunosorbent assay), and the rheological indices fibrinogen, plasma viscosity, hematocrit, platelet, and white cell count were measured. In 53 patients, variables were further measured after 6 months of intensified cardiovascular risk management. Patients with TOD had significantly higher vWF, 137 (SD 33) versus 125 (SD 33) IU/dL (
            <jats:italic>P</jats:italic>
            =0.002,) and a greater proportion of smokers, 31% versus 16% (
            <jats:italic>P</jats:italic>
            =0.002). There were no statistically significant differences in plasma viscosity, fibrinogen, hematocrit, white blood cell count, platelet count, or sP-sel between the 2 subgroups. In multivariate analysis, vWF was a significant independent predictor for TOD. After 6 months of intensified management in 53 patients who entered the trial, there were significant reductions in systolic blood pressure, total cholesterol, hematocrit, plasma viscosity, sP-sel, and vWF (all
            <jats:italic>P</jats:italic>
            &lt;0.01) but no significant change in fibrinogen. In conclusion, there is a relationship between TOD and endothelial damage/dysfunction in hypertension. Intensified management results in improvements in hemorheology, endothelial and platelet function.
          </jats:p>",0
Effect of verapamil on secondary cardioversion in patients with early atrial fibrillation recurrence after electrical cardioversion,Am J Cardiol,0
Preventing drug-related morbidity--determining valid indicators,Int J Qual Health Care,0
The effects of amlodipine on cerebral circulatory values in patients with essential hypertension.,Anadolu Kardiyol Derg,0
Successful Blood Pressure Control in the African American Study of Kidney Disease and Hypertension,Arch Intern Med,0
Systolic Hypertension as a Cardiovascular Risk Factor,Blood Press,0
Nebivolol vs Amlodipine as First-line Treatment of Essential Arterial Hypertension in the Elderly,Blood Press,0
Experience With Intraplaque Injection of Verapamil for Peyronie’s Disease,J Urol,0
Two Cases of Polymorphic Ventricular Tachycardia Induced by the Administration of Verapamil against Paroxysmal Supraventricular Tachycardia.,Intern Med,0
Differential Effects of a Long-Acting Angiotensin Converting Enzyme Inhibitor (Temocapril) and a Long-Acting Calcium Antagonist (Amlodipine) on Ventricular Ectopic Beats in Older Hypertensive Patients.,Hypertens Res,0
Admissions caused by adverse drug events to internal medicine and emergency departments in hospitals: a longitudinal population-based study,Eur J Clin Pharmacol,0
Should β Blockers Be Used in the Treatment of Hypertension in the Elderly?,"<jats:p> <jats:italic>The lack of benefit and the potential negative side effects of β blockers are overstated, especially in the elderly. This emphasis has led to recommendations by some investigators that these agents not be used in the management of hypertension in this age group. There are numerous reasons why these recommendations should not be followed. The use of β blockers in the elderly hypertensive has resulted in a reduction in strokes and congestive heart failure. In addition, it should be emphasized that elderly patients are more likely to have silent coronary artery disease or sustain myocardial infarctions. There is abundant evidence that β blockers are effective therapy in reducing mortality once a myocardial infarction has occurred. In fact, there is a clear reduction in sudden cardiac death. Furthermore, national statistics document that elderly patients have a prevalence of congestive heart failure that varies from 6%–10%. Multiple studies have now documented that β blockers are additive to angiotensin‐converting enzyme inhibitors in reducing mortality for congestive heart failure. Thus, elderly hypertensive patients may benefit from the use of β blockers, especially if there is evidence of ischemic heart disease, cardiac arrhythmias, or congestive heart failure.</jats:italic> </jats:p>",0
Calcium Channel Blocker Induced Gingival Overgrowth,"<jats:p> <jats:italic>Gingival overgrowth occurs with phenytoin, cyclosporin, and calcium antagonists. It can be disfiguring and painful. The prevalence of gingival overgrowth with the use of calcium antagonists may be as high as 38%. The prevalence with nifedipine may be greater than with other calcium blockers. Overgrowth occurs 3.3‐times more commonly in men than in women. Plaque control is necessary. Some patients may require gingival surgery.</jats:italic> </jats:p>",0
Microalbuminuria Reduction With Valsartan in Patients With Type 2 Diabetes Mellitus,"<jats:p>
            <jats:bold>
              <jats:italic>
                <jats:bold>
                  <jats:italic>Background</jats:italic>
                </jats:bold>
                —
              </jats:italic>
            </jats:bold>
            Elevated urine albumin excretion (UAER) is a modifiable risk factor for renal and cardiovascular disease in type 2 diabetes. Blockade of the renin-angiotensin system lowers UAER, but whether this effect is independent of blood pressure (BP) reduction remains controversial. The MicroAlbuminuria Reduction With VALsartan (MARVAL) study was designed to evaluate the BP-independent effect of valsartan on UAER in type 2 diabetic patients with microalbuminuria.
          </jats:p>
          <jats:p>
            <jats:bold>
              <jats:italic>
                <jats:bold>
                  <jats:italic>Methods and Results</jats:italic>
                </jats:bold>
                —
              </jats:italic>
            </jats:bold>
            Three hundred thirty-two patients with type 2 diabetes and microalbuminuria, with or without hypertension, were randomly assigned to 80 mg/d valsartan or 5 mg/d amlodipine for 24 weeks. A target BP of 135/85 mm Hg was aimed for by dose-doubling followed by addition of bendrofluazide and doxazosin whenever needed. The primary end point was the percent change in UAER from baseline to 24 weeks. The UAER at 24 weeks was 56% (95% CI, 49.6 to 63.0) of baseline with valsartan and 92% (95% CI, 81.7 to 103.7) of baseline with amlodipine, a highly significant between-group effect (
            <jats:italic>P</jats:italic>
            &lt;0.001). Valsartan lowered UAER similarly in both the hypertensive and normotensive subgroups. More patients reversed to normoalbuminuria with valsartan (29.9% versus 14.5%;
            <jats:italic>P</jats:italic>
            =0.001). Over the study period, BP reductions were similar between the two treatments (systolic/diastolic 11.2/6.6 mm Hg for valsartan, 11.6/6.5 mm Hg for amlodipine) and at no time point was there a between-group significant difference in BP values in either the hypertensive or the normotensive subgroup.
          </jats:p>
          <jats:p>
            <jats:bold>
              <jats:italic>
                <jats:bold>
                  <jats:italic>Conclusions</jats:italic>
                </jats:bold>
                —
              </jats:italic>
            </jats:bold>
            For the same level of attained BP and the same degree of BP reduction, valsartan lowered UAER more effectively than amlodipine in patients with type 2 diabetes and microalbuminuria, including the subgroup with baseline normotension. This indicates a BP-independent antiproteinuric effect of valsartan.
          </jats:p>",0
Improvement of Endothelial function by Amlodipine and Vitamin C in Essential Hypertension,Korean J Intern Med,0
Efficacy and Safety of Barnidipine Compared with Felodipine in the Treatment of Hypertension in Chinese Patients,"<jats:p> The efficacy and safety profiles of barnidipine in the treatment of hypertension were evaluated in an open parallel-group study. Fifty-nine Chinese patients with mild-to-moderate essential hypertension were randomized to receive either barnidipine or felodipine (5 mg once daily, titrated to 10 mg or 15 mg once daily, as indicated) for 12 weeks. Both drugs reduced blood pressures significantly with ≥ 68% of cases obtaining marked or moderate blood pressure reduction. Mean reductions in systolic and diastolic blood pressure for barnidipine treatment were 23.7 ± 13.5 mmHg and 12.7 ± 7.9 mmHg, and for felodipine, 24.3 ± 18.4 mmHg and 14.5 ± 10.0 mmHg, respectively. There was no significant difference between these two drugs in anti-hypertensive effect, heart rate, laboratory measurements or incidence of adverse events. The only difference was that more patients taking felodipine experienced palpitations. We conclude that barnidipine has similar efficacy and a similar safety profile to felodipine in the treatment of mild-to-moderate essential hypertension in Chinese patients. </jats:p>",0
Nicardipine Hydrochloride Injectable Phase IV Open-Label Clinical Trial: Study on the Anti-Hypertensive Effect and Safety of Nicardipine for Acute Aortic Dissection,"<jats:p> We performed a multicentre, phase IV, open-label clinical trial to examine the clinical usefulness of a continuous infusion of nicardipine hydrochloride to control hypertension in 31 patients with acute aortic dissection. Target blood pressure levels were reached within 15 min in 16 patients; in 15–30 min in 10 patients; in 30–45 min in three patients; and in 45–60 min in two patients. Baseline average systolic, diastolic and mean arterial blood pressures were 147 ± 23 mmHg, 82 ± 18 mmHg and 104 ± 18 mmHg, respectively, with third-day pressures significantly reduced at 119 ± 12 mmHg, 69 ± 9 mmHg and 86 ± 8 mmHg. Blood pressures after discontinuation of the infusion were not significantly different from those measured on the third day of infusion and no definite adverse effects attributable to the treatment were observed. Nicardipine hydrochloride was both effective and safe at controlling blood pressure in patients with acute aortic dissection. </jats:p>",0
Effects of six anti-hypertensive medications on cognitive performance,J Hypertens,0
Smooth Blood Pressure Control Obtained with Extended-Release Felodipine in Elderly Patients with Hypertension,Drugs Aging,0
Prognostic Significance of Renal Function in Elderly Patients with Isolated Systolic Hypertension,J Am Soc Nephrol,0
Chronic Radiation Enteritis,J Clin Gastroenterol,0
Diltiazem Heals Glyceryl Trinitrate-Resistant Chronic Anal Fissures,Dis Colon Rectum,0
Relationship of Antihypertensive Treatment Regimens and Change in Blood Pressure to Risk for Heart Failure in Hypertensive Patients Randomly Assigned to Doxazosin or Chlorthalidone: Further Analyses from the Antihypertensive and Lipid-Lowering treatment to prevent Heart Attack Trial,Ann Intern Med,1
Short-term treatment of severe hypertension of pregnancy: prospective comparison of nicardipine and labetalol,Intensive Care Med,0
Primary Pulmonary Hypertension and Cor Pulmonale,Cardiol Rev,0
Utility of computed tomographic renal angiogram in the management of childhood hypertension,Pediatr Nephrol,0
Isradipine treatment of hypertension in children: a single-center experience,Pediatr Nephrol,0
Medical treatment of myocardial ischemia in coronary artery disease: effect of drug regime and irregular dosing in the CAPE II trial,J Am Coll Cardiol,0
Oxidative stress and TGFb in kidney- transplanted patients with cyclosporin-induced hypertension. Effect of carvedilol and nifedipine,Clin Nephrol,0
Migraine: Preventive Treatment,"<jats:p> Migraine is a common episodic headache disorder. A comprehensive headache treatment plan includes acute attack treatment to relieve pain and impairment and long-term preventive therapy to reduce attack frequency, severity, and duration. Circumstances that might warrant preventive treatment include: (i) migraine that significantly interferes with the patient's daily routine despite acute treatment; (ii) failure, contraindication to, or troublesome side-effects from acute medications; (iii) overuse of acute medications; (iv) special circumstances, such as hemiplegic migraine; (v) very frequent headaches (more than two a week); or (vi) patient preference. Start the drug at a low dose. Give each treatment an adequate trial. Avoid interfering, overused, and contraindicated drugs. Re-evaluate therapy. Be sure that a woman of childbearing potential is aware of any potential risks. Involve patients in their care to maximize compliance. Consider co-morbidity. Choose a drug based on its proven efficacy, the patient's preferences and headache profile, the drug's side-effects, and the presence or absence of coexisting or co-morbid disease. Drugs that have documented high efficacy and mild to moderate adverse events (AEs) include b-blockers, amitripty-line, and divalproex. Drugs that have lower documented efficacy and mild to moderate AEs include selective serotonin reuptake inhibitors (SSRIs), calcium channel antagonists, gabapentin, topiramate, riboflavin, and non-steroidal anti-inflammatory drugs. </jats:p>",0
Acute atrial fibrillation,Clin Evid,0
Management and outcome of patients with atrial fibrillation during acute myocardial infarction: the GUSTO-III experience,Heart,0
Antiplatelet activity of semotiadil fumarate,Thromb Res,0
Coronary angiographic changes in patients with cardiac events in the Prospective Randomized Evaluation of the Vascular Effects of Norvasc Trial (PREVENT),Am J Cardiol,1
The Prevention of Dementia With Antihypertensive Treatment&lt;subtitle&gt;New Evidence From the Systolic Hypertension in Europe (Syst-Eur) Study&lt;/subtitle&gt;,Arch Intern Med,0
New Therapeutic and Surgical Approaches for Sporadic and Hereditary Pheochromocytoma,"<jats:p><jats:bold>A<jats:sc>bstract</jats:sc>:</jats:bold>Pheochromocytoma is a rare, surgically correctable cause of hypertension. Modern medical blockade has significantly improved patient survival and morbidity. The last decade has seen the identification of the genes responsible for several hereditary causes of pheochromocytoma. Evaluation of these patients has demonstrated different catecholamine profiles associated with the different syndromes. Genetic testing and new, more sensitive catecholamine tests are allowing better, earlier diagnosis of affected patients. Some patients with small tumors deemed nonfunctional by traditional methods may be safely observed until function is demonstrated. Laparoscopic surgery has supplanted the use of open surgery in the management of these tumors. Adrenocortical‐sparing surgery may be performed using laparoscopy in patients with hereditary forms of pheochromocytoma.</jats:p>",0
[Coagulative and fibrinolytic changes in patients with essential hypertension and the effect of sustained-release nifedipine].,Di Yi Jun Yi Da Xue Xue Bao,0
"Biologic and molecular mechanisms for sex differences in pharmacokinetics, pharmacodynamics, and pharmacogenetics: Part I.",J Womens Health Gend Based Med,0
Drug—Drug Interactions in the Elderly,"<jats:sec><jats:title>OBJECTIVE:</jats:title><jats:p> To detect the frequency of potential drug—drug interactions (DDIs) in an outpatient group of elderly people in 6 European countries, as well as to describe differences among countries. </jats:p></jats:sec><jats:sec><jats:title>DATA SOURCES AND METHODS:</jats:title><jats:p> Drug use data were collected from 1601 elderly persons living in 6 European countries. The study population participated in a controlled intervention study over 18 months investigating the impact of pharmaceutical care. Potential DDIs were studied using a computerized detection program. </jats:p></jats:sec><jats:sec><jats:title>RESULTS:</jats:title><jats:p> The elderly population used on average 7.0 drugs per person; 46% had at least 1 drug combination possibly leading to a DDI. On average, there were 0.83 potential DDIs per person. Almost 10% of the potential DDIs were classified to be avoided according to the Swedish interaction classification system, but nearly one-third of them were to be avoided only for predisposed patients. The risk of subtherapeutic effect as a result of a potential DDI was as common as the risk of adverse reactions. Furthermore, we found differences in the frequency and type of potential DDIs among the countries. </jats:p></jats:sec><jats:sec><jats:title>CONCLUSIONS:</jats:title><jats:p> Potential DDIs are common in elderly people using many drugs and are part of a normal drug regimen. Some combinations are likely to have negative effects; more attention must be focused on detecting and monitoring patients using such combinations. As differences in potential DDIs among countries were found, the reasons for this variability need to be explored in further studies. </jats:p></jats:sec>",0
Amlodipine versus Angiotensin-Receptor Blockers for Nonhypertension Indications,"<jats:sec><jats:title>OBJECTIVE:</jats:title><jats:p> To review the efficacy and safety data of amlodipine and the angiotensin-receptor blockers (ARBs), focusing on heart failure, angina, percutaneous coronary intervention (PCI), and renal protection. </jats:p></jats:sec><jats:sec><jats:title>DATA SOURCE:</jats:title><jats:p> A MEDLINE search (1966–December 2001) was completed using amlodipine, angiotensin-receptor antagonist, losartan, valsartan, candesartan, and telmisartan as key words. English-language articles were identified and included. </jats:p></jats:sec><jats:sec><jats:title>STUDY SELECTION AND DATA EXTRACTION:</jats:title><jats:p> All identified articles were evaluated. Articles representative of the subject matter of our review were included. </jats:p></jats:sec><jats:sec><jats:title>DATA SYNTHESIS:</jats:title><jats:p> Amlodipine and the ARBs lower blood pressure to a similar extent. Amlodipine is an effective antianginal agent, whereas ARBs are not. However, amlodipine is not effective in the treatment of heart failure; ARBs may be useful in this setting. ARBs are also effective in preserving renal function and may provide some protection from restenosis in patients who have had a PCI. The ARBs may also be useful in preventing both diabetic and nondiabetic nephropathy. </jats:p></jats:sec><jats:sec><jats:title>CONCLUSIONS:</jats:title><jats:p> Concomitant disease states should be considered when choosing between an ARB and amlodipine for the management of hypertension. </jats:p></jats:sec>",0
Optimal treatment of hypertension in African Americans,Postgrad Med,0
Efficacy and safety of losartan-amplodipine combination--an Indian postmarketing surveillance experience.,J Indian Med Assoc,0
"Gastrointestinal Safety of an Extended-Release, Nondeformable, Oral Dosage Form (OROS??)*",Drug Saf,0
"Myocardial sympathetic denervation, fatty acid metabolism, and left ventricular wall motion in vasospastic angina.",J Nucl Med,0
Primary pulmonary hypertension: Current therapy,Prog Cardiovasc Dis,0
Protective effect of anti-hypertensive treatment on cognitive function in essential hypertension,J Neurol Sci,0
A new method for evaluation of safety of antiarrhythmic drugs.,Bull Exp Biol Med,0
Atrial Fibrillation in the Elderly,Drugs Aging,0
Extent of use of immediate-release formulations of calcium channel blockers as antihypertensive monotherapy by primary care physicians: multicentric study from Bahrain.,J Postgrad Med,0
